OO=BGI*
Refined by: PUBLICATION YEARS=( 2016 )
Timespan=1900-2018. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, BKCI-S, BKCI-SSH, ESCI, CCR-EXPANDED, IC.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Premalignant SOX2 overexpression in the fallopian tubes of ovarian cancer patients: Discovery and validation studies","Hellner, Karin; Miranda, Fabrizio; Chedom, Donatien Fotso; Herrero-Gonzalez, Sandra; Hayden, Daniel M.; Tearle, Rick; Artibani, Mara; KaramiNejadRanjbar, Mohammad; illiams, Ruth; Gaitskell, Kezia; Elorbany, Samar; Xu, Ruoyan; Laios, Alex; Buiga, Petronela; Ahmed, Karim; Dhar, Sunanda; Zhang, Rebecca Yu; Campo, Leticia; Myers, Kevin A.; Lozano, Maria; Ruiz-Miro, Maria; Gatius, Sonia; Mota, Alba; Moreno-Bueno, Gema; Matias-Guiu, Xavier; Benitez, Javier; Witty, Lorna; McVean, Gil; Leedham, Simon; Tomlinson, Ian; Drmanac, Radoje; Cazier, Jean-Baptiste; Klein, Robert; Dunne, Kevin; Bast, Robert C., Jr.; Kennedy, Stephen H.; Hassan, Bassim; Lise, Stefano; Jose Garcia, Maria; Peters, Brock A.; Yau, Christopher; Sauka-Spengler, Tatjana; Ahmed, Ahmed Ashour","","","","EBIOMEDICINE","AUG 2016","2016","10","","","","","137","149","","10.1016/j.ebiom.2016.06.048","","","5","1.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0"
"A Comprehensive Investigation toward the Indicative Proteins of Bladder Cancer in Urine: From Surveying Cell Secretomes to Verifying Urine Proteins","Guo, Jiao; Ren, Yan; Hou, Guixue; Wen, Bo; Xian, Feng; Chen, Zhen; Cui, Ping; Xie, Yingying; Zi, Jin; Lin, Liang; Wu, Song; Li, Zesong; Wu, Lin; Lou, Xiaomin; Liu, Siqi","","","","JOURNAL OF PROTEOME RESEARCH","JUL 2016","2016","15","7","","","","2164","2177","","10.1021/acs.jproteome.6b00106","","","5","1.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0"
"De Novo Transcriptome Analysis of the Common New Zealand Stick Insect Clitarchus hookeri (Phasmatodea) Reveals Genes Involved in Olfaction, Digestion and Sexual Reproduction","Wu, Chen; Crowhurst, Ross N.; Dennis, Alice B.; Twort, Victoria G.; Liu, Shanlin; Newcomb, Richard D.; Ross, Howard A.; Buckley, Thomas R.","","","","PLOS ONE","JUN 23 2016","2016","11","6","","","","","","e0157783","10.1371/journal.pone.0157783","","","5","1.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0"
"PGA: an R/Bioconductor package for identification of novel peptides using a customized database derived from RNA-Seq","Wen, Bo; Xu, Shaohang; Zhou, Ruo; Zhang, Bing; Wang, Xiaojing; Liu, Xin; Xu, Xun; Liu, Siqi","","","","BMC BIOINFORMATICS","JUN 17 2016","2016","17","","","","","","","244","10.1186/s12859-016-1133-3","","","5","1.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0"
"Multiple IgH Isotypes Including IgD, Subclasses of IgM, and IgY Are Expressed in the Common Ancestors of Modern Birds","Han, Binyue; Yuan, Hui; Wang, Tao; Li, Bo; Ma, Li; Yu, Shuyang; Huang, Tian; Li, Yan; Fang, Dongming; Chen, Xiaoli; Wang, Yongsi; Qiu, Si; Guo, Ying; Fei, Jing; Ren, Liming; Pan-Hammarstrom, Qiang; Hammarstrom, Lennart; Wang, Jun; Wang, Jian; Hou, Yong; Pan, Qingjie; Xu, Xun; Zhao, Yaofeng","","","","JOURNAL OF IMMUNOLOGY","JUN 15 2016","2016","196","12","","","","5138","5147","","10.4049/jimmunol.1600307","","","5","1.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0"
"Preliminary analysis showed country-specific gut resistome based on 1267 feces samples","Yang, Zhenyu; Guo, Zhirong; Qiu, Chuangzhao; Li, Yinhu; Feng, Xin; Liu, Yanhong; Zhang, Yanlin; Pang, Pengyu; Wang, Ping; Zhou, Qian; Han, Lijuan; Dai, Wenkui","","","","GENE","MAY 1 2016","2016","581","2","","","","178","182","","10.1016/j.gene.2016.01.043","","","5","1.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0"
"Molecular phylogeny of the highly disjunct cliff water beetles from South Africa and China (Coleoptera: Aspidytidae)","Toussaint, Emmanuel F. A.; Beutel, Rolf G.; Moriniere, Jerome; Jia, Fenglong; Xu, Shengquan; Michat, Mariano C.; Zhou, Xin; Bilton, David T.; Ribera, Ignacio; Hajek, Jiri; Balke, Michael","","","","ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY","MAR 2016","2016","176","3","","","","537","546","","10.1111/zoj.12332","","","5","1.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0"
"Novel variants in MLL confer to bladder cancer recurrence identified by whole-exome sequencing","Wu, Song; Yang, Zhao; Ye, Rui; An, Dan; Li, Chong; Wang, Yitian; Wang, Yongqiang; Huang, Yi; Liu, Huan; Li, Feida; He, Luyun; Sun, Da; Yu, Yuan; Li, Qiaoling; Huang, Peide; Zhang, Meng; Zhao, Xin; Bi, Tengteng; Zhuang, Xuehan; Zhang, Liyan; Lu, Jingxiao; Sun, Xiaojuan; Zhou, Fangjian; Liu, Chunxiao; Yang, Guosheng; Hou, Yong; Fan, Zusen; Cai, Zhiming","","","","ONCOTARGET","JAN 19 2016","2016","7","3","","","","2629","2645","","10.18632/oncotarget.6380                                                        ","","","5","1.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0"
"The mitochondrial genome of the winter stonefly Apteroperla tikumana (Plecoptera, Capniidae)","Zhou, Chengran; Tan, Meihua; Du, Shiyi; Zhang, Rui; Machida, Ryuichiro; Zhou, Xin","","","","MITOCHONDRIAL DNA PART A","2016","2016","27","4","","","","3030","3032","","10.3109/19401736.2015.1063120","","","5","1.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0"
"Promoter targeted bisulfite sequencing reveals DNA methylation profiles associated with low sperm motility in asthenozoospermia","Du, Ye; Li, Meiyan; Chen, Jing; Duan, Yonggang; Wang, Xuebin; Qiu, Yong; Cai, Zhiming; Gui, Yaoting; Jiang, Hui","","","","HUMAN REPRODUCTION","JAN 2016","2016","31","1","","","","24","33","","10.1093/humrep/dev283","","","5","1.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0"
"Lipids, obesity and gallbladder disease in women: insights from genetic studies using the cardiovascular gene-centric 50K SNP array","Rodriguez, Santiago; Gaunt, Tom R.; Guo, Yiran; Zheng, Jie; Barnes, Michael R.; Tang, Weihang; Danish, Fazal; Johnson, Andrew; Castillo, Berta A.; Li, Yun R.; Hakonarson, Hakon; Buxbaum, Sarah G.; Palmer, Tom; Tsai, Michael Y.; Lange, Leslie A.; Ebrahim, Shah; Smith, George Davey; Lawlor, Debbie A.; Folsom, Aaron R.; Hoogeveen, Ron; Reiner, Alex; Keating, Brendan; Day, Ian N. M.","","","","EUROPEAN JOURNAL OF HUMAN GENETICS","JAN 2016","2016","24","1","","","","106","112","","10.1038/ejhg.2015.63","","","5","1.67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","0"
"First documented case of avian influenza (H5N1) virus infection in a lion","Chen, Quanjiao; Wang, Hanzhong; Zhao, Lihua; Ma, Liping; Wang, Runkun; Lei, Yongsong; Li, Yong; Yang, Guoxiang; Chen, Jing; Chen, Guang; Li, Liqiang; Jin, Tao; Li, Jiandong; Liu, Xin; Xu, Xun; Wong, Gary; Liu, Lei; Liu, Yingxia; Shi, Weifeng; Bi, Yuhai; Gao, George F.","","","","EMERGING MICROBES & INFECTIONS","DEC 21 2016","2016","5","","","","","","","e125","10.1038/emi.2016.127","","","4","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"Evolution of multiple cell clones over a 29-year period of a CLL patient","Zhao, Zhikun; Goldin, Lynn; Liu, Shiping; Wu, Liang; Zhou, Weiyin; Lou, Hong; Yu, Qichao; Tsang, Shirley X.; Jiang, Miaomiao; Li, Fuqiang; McMaster, MaryLou; Li, Yang; Lin, Xinxin; Wang, Zhifeng; Xu, Liqin; Marti, Gerald; Li, Guibo; Wu, Kui; Yeager, Meredith; Yang, Huanming; Xu, Xun; Chanock, Stephen J.; Li, Bo; Hou, Yong; Caporaso, Neil; Dean, Michael","","","","NATURE COMMUNICATIONS","DEC 16 2016","2016","7","","","","","","","13765","10.1038/ncomms13765","","","4","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"cPAS-based sequencing on the BGISEQ-500 to explore small non-coding RNAs","Fehlmann, Tobias; Reinheimer, Stefanie; Geng, Chunyu; Su, Xiaoshan; Drmanac, Snezana; Alexeev, Andrei; Zhang, Chunyan; Backes, Christina; Ludwig, Nicole; Hart, Martin; An, Dan; Zhu, Zhenzhen; Xu, Chongjun; Chen, Ao; Ni, Ming; Liu, Jian; Li, Yuxiang; Poulter, Matthew; Li, Yongping; Staehler, Cord; Drmanac, Radoje; Xu, Xun; Meese, Eckart; Keller, Andreas","","","","CLINICAL EPIGENETICS","NOV 21 2016","2016","8","","","","","","","123","10.1186/s13148-016-0287-1","","","4","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"Challenging the paradigms of leaf evolution: Class III HD-Zips in ferns and lycophytes","Vasco, Alejandra; Smalls, Tynisha L.; Graham, Sean W.; Cooper, Endymion D.; Wong, Gane Ka-Shu; Stevenson, Dennis W.; Moran, Robbin C.; Ambrose, Barbara A.","","","","NEW PHYTOLOGIST","NOV 2016","2016","212","3","","","","745","758","","10.1111/nph.14075","","","4","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"Differentiation-inducing and anti-proliferative activities of isoliquiritigenin and all-trans-retinoic acid on B16F0 melanoma cells: Mechanisms profiling by RNA-seq","Chen, Xiaoyu; Yang, Ming; Hao, Wenjin; Han, Jichun; Ma, Jun; Wang, Caixia; Sun, Shiguo; Zheng, Qiusheng","","","","GENE","OCT 30 2016","2016","592","1","","","","86","98","","10.1016/j.gene.2016.07.052","","","4","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"Single-cell analyses of transcriptional heterogeneity in squamous cell carcinoma of urinary bladder","Zhang, Xiaolong; Zhang, Meng; Hou, Yong; Xu, Liqin; Li, Weidong; Zou, Zhihui; Liu, Chunxiao; Xu, Abai; Wu, Song","","","","ONCOTARGET","OCT 4 2016","2016","7","40","","","","66069","66076","","10.18632/oncotarget.11803","","","4","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"Immune repertoire: A potential biomarker and therapeutic for hepatocellular carcinoma","Han, Yingxin; Li, Hongmei; Guan, Yanfang; Huang, Jian","","","","CANCER LETTERS","SEP 1 2016","2016","379","2","","","SI","206","212","","10.1016/j.canlet.2015.06.022","","","4","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0"
"Genome-wide characteristics of de novo mutations in autism","Yuen, Ryan K. C.; Merico, Daniele; Cao, Hongzhi; Pellecchia, Giovanna; Alipanahi, Babak; Thiruvahindrapuram, Bhooma; Tong, Xin; Sun, Yuhui; Cao, Dandan; Zhang, Tao; Wu, Xueli; Jin, Xin; Zhou, Ze; Liu, Xiaomin; Nalpathamkalam, Thomas; Walker, Susan; Howe, Jennifer L.; Wang, Zhuozhi; MacDonald, Jeffrey R.; Chan, Ada J. S.; D'Abate, Lia; Deneault, Eric; Siu, Michelle T.; Tammimies, Kristiina; Uddin, Mohammed; Zarrei, Mehdi; Wang, Mingbang; Li, Yingrui; Wang, Jun; Wang, Jian; Yang, Huanming; Bookman, Matt; Bingham, Jonathan; Gross, Samuel S.; Loy, Dion; Pletcher, Mathew; Marshall, Christian R.; Anagnostou, Evdokia; Zwaigenbaum, Lonnie; Weksberg, Rosanna; Fernandez, Bridget A.; Roberts, Wendy; Szatmari, Peter; Glazer, David; Frey, Brendan J.; Ring, Robert H.; Xu, Xun; Scherer, Stephen W.","","","","NPJ GENOMIC MEDICINE","AUG 3 2016","2016","1","","","","","","","16027","10.1038/npjgenmed.2016.27","","","4","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"Anchoring genome sequence to chromosomes of the central bearded dragon (Pogona vitticeps) enables reconstruction of ancestral squamate macrochromosomes and identifies sequence content of the Z chromosome","Deakin, Janine E.; Edwards, Melanie J.; Patel, Hardip; O'Meally, Denis; Lian, Jinmin; Stenhouse, Rachael; Ryan, Sam; Livernois, Alexandra M.; Azad, Bhumika; Holleley, Clare E.; Li, Qiye; Georges, Arthur","","","","BMC GENOMICS","JUN 10 2016","2016","17","","","","","","","447","10.1186/s12864-016-2774-3","","","4","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0"
"Integrated analysis of miRNAs and transcriptomes in Aedes albopictus midgut reveals the differential expression profiles of immune-related genes during dengue virus serotype-2 infection","Liu, Yan-Xia; Li, Fen-Xiang; Liu, Zhuan-Zhuan; Jia, Zhi-Rong; Zhou, Yan-He; Zhang, Hao; Yan, Hui; Zhou, Xian-Qiang; Chen, Xiao-Guang","","","","INSECT SCIENCE","JUN 2016","2016","23","3","","","SI","377","385","","10.1111/1744-7917.12339","","","4","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0"
"Whole-Exome Sequencing Reveals Increased Burden of Rare Functional and Disruptive Variants in Candidate Risk Genes in Individuals With Persistent Attention-Deficit/Hyperactivity Disorder","Demontis, Ditte; Lescai, Francesco; Borglum, Anders; Glerup, Simon; Ostergaard, Soren Dinesen; Mors, Ole; Li, Qibin; Liang, Jieqin; Jiang, Hui; Li, Yingrui; Wang, Jun; Lesch, Klaus-Peter; Reif, Andreas; Buitelaar, Jan K.; Franke, Barbara","","","","JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY","JUN 2016","2016","55","6","","","","521","523","","10.1016/j.jaac.2016.03.009","","","4","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0"
"Diversity of ABC transporter genes across the plant kingdom and their potential utility in biotechnology","Lane, Thomas S.; Rempe, Caroline S.; Davitt, Jack; Staton, Margaret E.; Peng, Yanhui; Soltis, Douglas Edward; Melkonian, Michael; Deyholos, Michael; Leebens-Mack, James H.; Chase, Mark; Rothfels, Carl J.; Stevenson, Dennis; Graham, Sean W.; Yu, Jun; Liu, Tao; Pires, J. Chris; Edger, Patrick P.; Zhang, Yong; Xie, Yinlong; Zhu, Ying; Carpenter, Eric; Wong, Gane Ka-Shu; Stewart, C. Neal, Jr.","","","","BMC BIOTECHNOLOGY","MAY 31 2016","2016","16","","","","","","","47","10.1186/s12896-016-0277-6","","","4","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"De Novo Sequencing and Transcriptome Analysis of Pleurotus eryngii subsp tuoliensis (Bailinggu) Mycelia in Response to Cold Stimulation","Fu, Yong-Ping; Liang, Yuan; Dai, Yue-Ting; Yang, Chen-Tao; Duan, Ming-Zheng; Zhang, Zhuo; Hu, Song-Nian; Zhang, Zhi-Wu; Li, Yu","","","","MOLECULES","MAY 2016","2016","21","5","","","","","","560","10.3390/molecules21050560","","","4","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0"
"Mesophyll Chloroplast Investment in C-3, C-4 and C-2 Species of the Genus Flaveria","Stata, Matt; Sage, Tammy L.; Hoffmann, Natalie; Covshoff, Sarah; Wong, Gane Ka-Shu; Sage, Rowan F.","","","","PLANT AND CELL PHYSIOLOGY","MAY 2016","2016","57","5","","","","904","918","","10.1093/pcp/pcw015","","","4","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0"
"Analysis of ultra-deep targeted sequencing reveals mutation burden is associated with gender and clinical outcome in lung adenocarcinoma","Xiao, Dakai; Pan, Hui; Li, Fuqiang; Wu, Kui; Zhang, Xin; He, Jianxing","","","","ONCOTARGET","APR 19 2016","2016","7","16","","","","22857","22864","","10.18632/oncotarget.8213","","","4","1.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
